,Unnamed: 0,index,case,event,journey_id,random_distributed_time,new_trace,last_trace,delay,random_distributed_time_delay,timestamp,time_diff,new_guess_col,TAP,MPTAP
0,58,58,11,A,0,1.936368465293448,True,False,1.0,2.936368465293448,2.936368465293448,0.368477677654643,False,0.368477677654643,1.0032131908688748
1,59,59,11,F,0,0.3684776776546432,False,False,0.0,0.3684776776546432,3.304846142948091,1.300856029386776,False,1.300856029386776,1.4835675561046475
2,60,60,11,D,0,1.3008560293867764,False,False,0.0,1.3008560293867764,4.605702172334867,1.2463673649561091,False,1.2463673649561091,0.9937878651378971
3,61,61,11,F,0,1.2463673649561091,False,False,0.0,1.2463673649561091,5.852069537290976,0.4428513393332034,False,0.4428513393332034,1.4835675561046475
4,62,62,11,D,0,0.4428513393332033,False,False,0.0,0.4428513393332033,6.29492087662418,0.0798977487270011,False,0.0798977487270011,1.0289531194552268
5,63,63,11,B,0,0.0798977487270009,False,False,0.0,0.0798977487270009,6.374818625351181,0.5121930606314979,False,0.5121930606314979,0.9242013858963225
6,64,64,11,E,0,0.5121930606314977,False,False,0.0,0.5121930606314977,6.887011685982679,1.2143587448308564,False,1.2143587448308564,0.9542016898890578
7,65,65,11,C,0,1.2143587448308573,False,False,0.0,1.2143587448308573,8.101370430813535,2.1446779019554434,False,2.1446779019554434,1.0680429040823864
8,66,66,11,A,0,2.1446779019554425,False,False,0.0,2.1446779019554425,10.24604833276898,1.091922891144323,False,1.091922891144323,1.0032131908688748
9,67,67,11,F,0,1.0919228911443228,False,True,0.0,1.0919228911443228,11.337971223913302,1.144740262078237,True,1.144740262078237,1.2497975088439053
10,99,99,18,F,0,0.1447402620782363,True,False,1.0,1.1447402620782363,12.48271148599154,1.1853605335693975,False,1.1853605335693975,1.4835675561046475
11,100,100,18,D,0,1.1853605335693984,False,False,0.0,1.1853605335693984,13.668072019560936,3.2451405234353192,False,3.2451405234353192,1.1202135152728954
12,101,101,18,A,0,3.245140523435321,False,False,0.0,3.245140523435321,16.913212542996256,1.9613595053232515,False,1.9613595053232515,1.0032131908688748
13,102,102,18,F,0,1.9613595053232529,False,False,0.0,1.9613595053232529,18.874572048319507,2.3356754099011248,False,2.3356754099011248,1.4835675561046475
14,103,103,18,D,0,2.3356754099011248,False,False,0.0,2.3356754099011248,21.210247458220632,3.659466080532866,False,3.659466080532866,1.0289531194552268
15,104,104,18,B,0,3.659466080532866,False,False,0.0,3.659466080532866,24.869713538753498,2.2675107119819344,False,2.2675107119819344,1.0851677445719075
16,105,105,18,C,0,2.267510711981935,False,False,0.0,2.267510711981935,27.137224250735432,2.7943419289651708,False,2.7943419289651708,0.8570236659249916
17,106,106,18,E,0,2.794341928965171,False,False,0.0,2.794341928965171,29.931566179700603,0.8320150728714246,False,0.8320150728714246,1.0515877553114021
18,107,107,18,A,0,0.8320150728714252,False,False,0.0,0.8320150728714252,30.763581252572028,1.1846188583622317,False,1.1846188583622317,1.0032131908688748
19,108,108,18,F,0,1.1846188583622328,False,True,0.0,1.1846188583622328,31.94820011093426,2.498052059501525,True,2.498052059501525,1.2497975088439053
20,122,122,22,F,0,1.498052059501528,True,False,1.0,2.498052059501528,34.446252170435784,0.1928655973869268,False,0.1928655973869268,1.1660669327031683
21,123,123,22,A,0,0.1928655973869278,False,False,0.0,0.1928655973869278,34.63911776782271,0.7651856030764179,False,0.7651856030764179,0.902478125896434
22,124,124,22,D,0,0.7651856030764203,False,False,0.0,0.7651856030764203,35.40430337089913,0.6378164063513054,False,0.6378164063513054,0.9937878651378971
23,125,125,22,F,0,0.6378164063513037,False,False,0.0,0.6378164063513037,36.042119777250434,1.161614216237837,False,1.161614216237837,1.4835675561046475
24,126,126,22,D,0,1.161614216237837,False,False,0.0,1.161614216237837,37.20373399348827,0.6814642149533725,False,0.6814642149533725,0.847124683591519
25,127,127,22,E,0,0.6814642149533755,False,False,0.0,0.6814642149533755,37.88519820844164,1.5928408534765737,False,1.5928408534765737,1.0515877553114021
26,128,128,22,A,0,1.5928408534765737,False,False,0.0,1.5928408534765737,39.47803906191822,2.4613545561882404,False,2.4613545561882404,0.9282020743125177
27,129,129,22,B,0,2.4613545561882404,False,False,0.0,2.4613545561882404,41.93939361810646,1.10789410719363,False,1.10789410719363,1.0851677445719075
28,130,130,22,C,0,1.1078941071936328,False,False,0.0,1.1078941071936328,43.04728772530009,0.1512517138810665,False,0.1512517138810665,1.0253450698885764
29,131,131,22,F,0,0.1512517138810699,False,True,0.0,0.1512517138810699,43.198539439181154,1.1760283639602065,True,1.1760283639602065,1.4835675561046475
30,138,138,25,D,0,0.1760283639602078,True,False,1.0,1.1760283639602078,44.37456780314136,1.3169371326223995,False,1.3169371326223995,0.847124683591519
31,139,139,25,E,0,1.3169371326224026,False,False,0.0,1.3169371326224026,45.69150493576376,0.5901245377120432,False,0.5901245377120432,1.0515877553114021
32,140,140,25,A,0,0.5901245377120422,False,False,0.0,0.5901245377120422,46.2816294734758,0.2288590053102481,False,0.2288590053102481,0.902478125896434
33,141,141,25,D,0,0.228859005310248,False,False,0.0,0.228859005310248,46.51048847878605,3.304507949495388,False,3.304507949495388,1.0289531194552268
34,142,142,25,B,0,3.3045079494953864,False,True,0.0,3.3045079494953864,49.81499642828144,2.907860696859885,True,2.907860696859885,1.9246723147232576
35,216,216,42,B,0,1.907860696859888,True,False,1.0,2.907860696859888,52.72285712514133,2.335773810020889,False,2.335773810020889,1.5305363896370165
36,217,217,42,D,0,2.335773810020886,False,False,0.0,2.335773810020886,55.05863093516221,0.304653274210473,False,0.304653274210473,1.0289531194552268
37,218,218,42,B,0,0.3046532742104706,False,True,0.0,0.3046532742104706,55.36328420937269,1.1117750671326476,True,1.1117750671326476,1.6622395202760467
38,301,301,55,A,0,0.111775067132645,True,False,1.0,1.111775067132645,56.47505927650533,1.9078684952741227,False,1.9078684952741227,1.0032131908688748
39,302,302,55,F,0,1.907868495274124,False,False,0.0,1.907868495274124,58.38292777177946,0.7946989960658399,False,0.7946989960658399,1.2497975088439053
40,303,303,55,F,0,0.7946989960658389,False,False,0.0,0.7946989960658389,59.1776267678453,0.4519496941447514,False,0.4519496941447514,1.4835675561046475
41,304,304,55,D,0,0.4519496941447498,False,False,0.0,0.4519496941447498,59.62957646199005,0.1063945422644394,False,0.1063945422644394,1.03272166864492
42,305,305,55,D,0,0.106394542264438,False,False,0.0,0.106394542264438,59.73597100425449,0.5226319928755316,False,0.5226319928755316,0.847124683591519
43,306,306,55,E,0,0.5226319928755346,False,False,0.0,0.5226319928755346,60.25860299713002,1.03630578462419,False,1.03630578462419,1.0515877553114021
44,307,307,55,A,0,1.0363057846241872,False,False,0.0,1.0363057846241872,61.29490878175421,2.71866835809157,False,2.71866835809157,0.9282020743125177
45,308,308,55,B,0,2.718668358091572,False,False,0.0,2.718668358091572,64.01357713984578,0.7433682934787669,False,0.7433682934787669,1.0851677445719075
46,309,309,55,C,0,0.7433682934787696,False,False,0.0,0.7433682934787696,64.75694543332455,0.011039926551291,False,0.011039926551291,1.0253450698885764
47,310,310,55,F,0,0.011039926551286,False,True,0.0,0.011039926551286,64.76798535987584,1.4318910721009956,True,1.4318910721009956,1.4835675561046475
48,319,319,58,D,0,0.4318910721009946,True,False,1.0,1.4318910721009948,66.19987643197683,0.2930020260572803,False,0.2930020260572803,0.847124683591519
49,320,320,58,E,0,0.2930020260572769,False,False,0.0,0.2930020260572769,66.49287845803411,0.679503413179745,False,0.679503413179745,1.0515877553114021
50,321,321,58,A,0,0.6795034131797428,False,False,0.0,0.6795034131797428,67.17238187121386,2.0570335265878725,False,2.0570335265878725,0.902478125896434
51,322,322,58,D,0,2.057033526587874,False,False,0.0,2.057033526587874,69.22941539780173,1.020452553771861,False,1.020452553771861,1.0289531194552268
52,323,323,58,B,0,1.0204525537718674,False,True,0.0,1.0204525537718674,70.24986795157359,2.214186875079505,True,2.214186875079505,1.9246723147232576
53,341,341,63,B,0,1.2141868750795028,True,False,1.0,2.214186875079503,72.4640548266531,0.4992389232346141,False,0.4992389232346141,1.5305363896370165
54,342,342,63,D,0,0.4992389232346141,False,False,0.0,0.4992389232346141,72.96329374988771,0.1978730477264747,False,0.1978730477264747,1.0289531194552268
55,343,343,63,B,0,0.197873047726479,False,True,0.0,0.197873047726479,73.16116679761419,1.914756006250201,True,1.914756006250201,1.6622395202760467
56,396,396,72,A,0,0.9147560062501998,True,False,1.0,1.9147560062502,75.07592280386439,0.1535191554329316,False,0.1535191554329316,1.0032131908688748
57,397,397,72,F,0,0.1535191554329271,False,False,0.0,0.1535191554329271,75.22944195929732,0.1156722588854393,False,0.1156722588854393,1.2497975088439053
58,398,398,72,F,0,0.1156722588854455,False,False,0.0,0.1156722588854455,75.34511421818276,1.3066409513866262,False,1.3066409513866262,1.4835675561046475
59,399,399,72,D,0,1.306640951386627,False,False,0.0,1.306640951386627,76.65175516956938,0.1304217481838492,False,0.1304217481838492,1.03272166864492
60,400,400,72,D,0,0.1304217481838446,False,False,0.0,0.1304217481838446,76.78217691775323,2.9832700753509585,False,2.9832700753509585,1.0289531194552268
61,401,401,72,B,0,2.9832700753509536,False,False,0.0,2.9832700753509536,79.76544699310419,1.5694661182645433,False,1.5694661182645433,0.9242013858963225
62,402,402,72,E,0,1.5694661182645455,False,False,0.0,1.5694661182645455,81.33491311136873,0.4643121066135478,False,0.4643121066135478,0.9542016898890578
63,403,403,72,C,0,0.4643121066135527,False,False,0.0,0.4643121066135527,81.79922521798228,2.026202149907931,False,2.026202149907931,1.0680429040823864
64,404,404,72,A,0,2.026202149907937,False,False,0.0,2.026202149907937,83.82542736789021,0.1959828537348187,False,0.1959828537348187,1.0032131908688748
65,405,405,72,F,0,0.1959828537348161,False,True,0.0,0.1959828537348161,84.02141022162503,2.323515236848621,True,2.323515236848621,2.0897405538147455
66,466,466,82,B,0,1.3235152368486258,True,False,1.0,2.3235152368486256,86.34492545847365,0.543992318486076,False,0.543992318486076,1.5305363896370165
67,467,467,82,D,0,0.5439923184860818,False,False,0.0,0.5439923184860818,86.88891777695973,1.5217180211591312,False,1.5217180211591312,1.0289531194552268
68,468,468,82,B,0,1.5217180211591286,False,True,0.0,1.5217180211591286,88.41063579811886,2.276305170819583,True,2.276305170819583,1.5305363896370165
69,474,474,84,D,0,1.2763051708195758,True,False,1.0,2.276305170819576,90.68694096893844,2.3709278121187083,False,2.3709278121187083,0.9748074762314375
70,475,475,84,C,0,2.370927812118714,False,False,0.0,2.370927812118714,93.05786878105717,0.2948020815294967,False,0.2948020815294967,1.0680429040823864
71,476,476,84,A,0,0.294802081529491,False,False,0.0,0.294802081529491,93.35267086258663,0.1770128827026695,False,0.1770128827026695,1.0032131908688748
72,477,477,84,F,0,0.1770128827026675,False,True,0.0,0.1770128827026675,93.52968374528932,3.645526102275511,True,3.645526102275511,2.0897405538147455
73,547,547,95,B,0,2.6455261022755168,True,False,1.0,3.6455261022755168,97.17520984756484,1.111703019982329,False,1.111703019982329,1.5305363896370165
74,548,548,95,D,0,1.1117030199823326,False,False,0.0,1.1117030199823326,98.28691286754716,0.3897769294772644,False,0.3897769294772644,1.0289531194552268
75,549,549,95,B,0,0.3897769294772631,False,True,0.0,0.3897769294772631,98.67668979702442,3.49552633430163,True,3.49552633430163,1.5305363896370165
76,563,563,98,D,0,2.495526334301625,True,False,1.0,3.495526334301625,102.17221613132604,0.7607678884235014,False,0.7607678884235014,1.1202135152728954
77,564,564,98,A,0,0.7607678884234946,False,False,0.0,0.7607678884234946,102.93298401974955,0.3963588464172431,False,0.3963588464172431,1.0032131908688748
78,565,565,98,F,0,0.3963588464172417,False,False,0.0,0.3963588464172417,103.3293428661668,0.16210970872757,False,0.16210970872757,1.1660669327031683
79,566,566,98,A,0,0.1621097087275725,False,False,0.0,0.1621097087275725,103.49145257489435,0.899892335569163,False,0.899892335569163,1.0032131908688748
80,567,567,98,F,0,0.8998923355691574,False,False,0.0,0.8998923355691574,104.39134491046352,1.1955161863461683,False,1.1955161863461683,1.1660669327031683
81,568,568,98,A,0,1.1955161863461723,False,False,0.0,1.1955161863461723,105.5868610968097,1.5187054854250874,False,1.5187054854250874,1.0032131908688748
82,569,569,98,F,0,1.5187054854250936,False,True,0.0,1.5187054854250936,107.1055665822348,1.2062794693923706,True,1.2062794693923706,1.4835675561046475
83,674,674,115,D,0,0.2062794693923766,True,False,1.0,1.2062794693923766,108.31184605162716,0.56667122030467,False,0.56667122030467,0.847124683591519
