,index,case,event,journey_id,random_distributed_time,new_trace,last_trace,delay,random_distributed_time_delay,timestamp,time_diff
58,58,11,A,0,1.936368465293448,True,False,1.0,2.936368465293448,2.936368465293448,0.368477677654643
59,59,11,F,0,0.36847767765464323,False,False,0.0,0.36847767765464323,3.304846142948091,1.3008560293867761
60,60,11,D,0,1.3008560293867764,False,False,0.0,1.3008560293867764,4.605702172334867,1.2463673649561091
61,61,11,F,0,1.2463673649561093,False,False,0.0,1.2463673649561093,5.852069537290976,0.4428513393332034
62,62,11,D,0,0.4428513393332033,False,False,0.0,0.4428513393332033,6.29492087662418,0.07989774872700117
63,63,11,B,0,0.0798977487270009,False,False,0.0,0.0798977487270009,6.374818625351181,0.5121930606314979
64,64,11,E,0,0.5121930606314977,False,False,0.0,0.5121930606314977,6.887011685982679,1.2143587448308564
65,65,11,C,0,1.2143587448308573,False,False,0.0,1.2143587448308573,8.101370430813535,2.1446779019554434
66,66,11,A,0,2.1446779019554425,False,False,0.0,2.1446779019554425,10.246048332768979,1.091922891144323
67,67,11,F,0,1.0919228911443228,False,True,0.0,1.0919228911443228,11.337971223913302,1.144740262078237
99,99,18,F,0,0.14474026207823637,True,False,1.0,1.1447402620782363,12.482711485991539,1.1853605335693977
100,100,18,D,0,1.1853605335693984,False,False,0.0,1.1853605335693984,13.668072019560936,3.2451405234353192
101,101,18,A,0,3.245140523435321,False,False,0.0,3.245140523435321,16.913212542996256,1.9613595053232515
102,102,18,F,0,1.9613595053232526,False,False,0.0,1.9613595053232526,18.874572048319507,2.3356754099011248
103,103,18,D,0,2.3356754099011248,False,False,0.0,2.3356754099011248,21.210247458220632,3.659466080532866
104,104,18,B,0,3.6594660805328663,False,False,0.0,3.6594660805328663,24.869713538753498,2.2675107119819344
105,105,18,C,0,2.267510711981935,False,False,0.0,2.267510711981935,27.137224250735432,2.7943419289651708
106,106,18,E,0,2.794341928965171,False,False,0.0,2.794341928965171,29.931566179700603,0.8320150728714246
107,107,18,A,0,0.8320150728714252,False,False,0.0,0.8320150728714252,30.763581252572028,1.1846188583622315
108,108,18,F,0,1.1846188583622328,False,True,0.0,1.1846188583622328,31.94820011093426,2.498052059501525
122,122,22,F,0,1.4980520595015279,True,False,1.0,2.4980520595015276,34.446252170435784,0.19286559738692688
123,123,22,A,0,0.1928655973869278,False,False,0.0,0.1928655973869278,34.63911776782271,0.7651856030764179
124,124,22,D,0,0.7651856030764203,False,False,0.0,0.7651856030764203,35.40430337089913,0.6378164063513054
125,125,22,F,0,0.6378164063513037,False,False,0.0,0.6378164063513037,36.042119777250434,1.1616142162378367
126,126,22,D,0,1.1616142162378367,False,False,0.0,1.1616142162378367,37.20373399348827,0.6814642149533725
127,127,22,E,0,0.6814642149533755,False,False,0.0,0.6814642149533755,37.88519820844164,1.5928408534765737
128,128,22,A,0,1.5928408534765737,False,False,0.0,1.5928408534765737,39.47803906191822,2.4613545561882404
129,129,22,B,0,2.4613545561882404,False,False,0.0,2.4613545561882404,41.93939361810646,1.10789410719363
130,130,22,C,0,1.1078941071936328,False,False,0.0,1.1078941071936328,43.04728772530009,0.1512517138810665
131,131,22,F,0,0.15125171388106992,False,True,0.0,0.15125171388106992,43.198539439181154,1.1760283639602065
138,138,25,D,0,0.17602836396020788,True,False,1.0,1.1760283639602078,44.37456780314136,1.3169371326223995
139,139,25,E,0,1.3169371326224026,False,False,0.0,1.3169371326224026,45.69150493576376,0.5901245377120432
140,140,25,A,0,0.5901245377120422,False,False,0.0,0.5901245377120422,46.2816294734758,0.22885900531024816
141,141,25,D,0,0.228859005310248,False,False,0.0,0.228859005310248,46.51048847878605,3.304507949495388
142,142,25,B,0,3.3045079494953864,False,True,0.0,3.3045079494953864,49.81499642828144,2.907860696859885
216,216,42,B,0,1.907860696859888,True,False,1.0,2.907860696859888,52.722857125141324,2.335773810020889
217,217,42,D,0,2.335773810020886,False,False,0.0,2.335773810020886,55.05863093516221,0.30465327421047306
218,218,42,B,0,0.3046532742104706,False,True,0.0,0.3046532742104706,55.36328420937269,1.1117750671326476
301,301,55,A,0,0.11177506713264501,True,False,1.0,1.111775067132645,56.475059276505334,1.9078684952741227
302,302,55,F,0,1.9078684952741236,False,False,0.0,1.9078684952741236,58.38292777177946,0.7946989960658399
303,303,55,F,0,0.7946989960658389,False,False,0.0,0.7946989960658389,59.1776267678453,0.4519496941447514
304,304,55,D,0,0.45194969414474984,False,False,0.0,0.45194969414474984,59.62957646199005,0.10639454226443945
305,305,55,D,0,0.10639454226443802,False,False,0.0,0.10639454226443802,59.73597100425449,0.5226319928755316
306,306,55,E,0,0.5226319928755346,False,False,0.0,0.5226319928755346,60.25860299713002,1.03630578462419
307,307,55,A,0,1.0363057846241872,False,False,0.0,1.0363057846241872,61.29490878175421,2.71866835809157
308,308,55,B,0,2.718668358091572,False,False,0.0,2.718668358091572,64.01357713984578,0.7433682934787669
309,309,55,C,0,0.7433682934787696,False,False,0.0,0.7433682934787696,64.75694543332455,0.011039926551291046
310,310,55,F,0,0.011039926551286059,False,True,0.0,0.011039926551286059,64.76798535987584,1.4318910721009956
319,319,58,D,0,0.43189107210099464,True,False,1.0,1.4318910721009948,66.19987643197683,0.2930020260572803
320,320,58,E,0,0.2930020260572769,False,False,0.0,0.2930020260572769,66.49287845803411,0.679503413179745
321,321,58,A,0,0.6795034131797428,False,False,0.0,0.6795034131797428,67.17238187121386,2.0570335265878725
322,322,58,D,0,2.057033526587874,False,False,0.0,2.057033526587874,69.22941539780173,1.020452553771861
323,323,58,B,0,1.0204525537718674,False,True,0.0,1.0204525537718674,70.24986795157359,2.2141868750795055
341,341,63,B,0,1.2141868750795028,True,False,1.0,2.214186875079503,72.4640548266531,0.49923892323461416
342,342,63,D,0,0.4992389232346141,False,False,0.0,0.4992389232346141,72.96329374988771,0.19787304772647474
343,343,63,B,0,0.197873047726479,False,True,0.0,0.197873047726479,73.16116679761419,1.914756006250201
396,396,72,A,0,0.9147560062501998,True,False,1.0,1.9147560062501998,75.07592280386439,0.1535191554329316
397,397,72,F,0,0.15351915543292716,False,False,0.0,0.15351915543292716,75.22944195929732,0.1156722588854393
398,398,72,F,0,0.11567225888544551,False,False,0.0,0.11567225888544551,75.34511421818276,1.3066409513866262
399,399,72,D,0,1.306640951386627,False,False,0.0,1.306640951386627,76.65175516956938,0.13042174818384922
400,400,72,D,0,0.13042174818384467,False,False,0.0,0.13042174818384467,76.78217691775323,2.9832700753509585
401,401,72,B,0,2.9832700753509536,False,False,0.0,2.9832700753509536,79.76544699310419,1.5694661182645433
402,402,72,E,0,1.5694661182645455,False,False,0.0,1.5694661182645455,81.33491311136873,0.4643121066135478
403,403,72,C,0,0.46431210661355277,False,False,0.0,0.46431210661355277,81.79922521798228,2.026202149907931
404,404,72,A,0,2.026202149907937,False,False,0.0,2.026202149907937,83.82542736789021,0.19598285373481872
405,405,72,F,0,0.1959828537348161,False,True,0.0,0.1959828537348161,84.02141022162503,2.323515236848621
466,466,82,B,0,1.3235152368486258,True,False,1.0,2.3235152368486256,86.34492545847365,0.543992318486076
467,467,82,D,0,0.5439923184860818,False,False,0.0,0.5439923184860818,86.88891777695973,1.5217180211591312
468,468,82,B,0,1.5217180211591286,False,True,0.0,1.5217180211591286,88.41063579811886,2.276305170819583
474,474,84,D,0,1.2763051708195758,True,False,1.0,2.276305170819576,90.68694096893844,2.3709278121187083
475,475,84,C,0,2.370927812118714,False,False,0.0,2.370927812118714,93.05786878105715,0.2948020815294967
