,index,case,event,journey_id,random_distributed_time,new_trace,last_trace,delay,random_distributed_time_delay,timestamp,time_diff
58,58,11,A,0,1.936368465293448,True,False,0.15,2.086368465293448,2.086368465293448,0.36847767765464345
59,59,11,F,0,0.36847767765464323,False,False,0.0,0.36847767765464323,2.4548461429480914,1.3008560293867761
60,60,11,D,0,1.3008560293867764,False,False,0.0,1.3008560293867764,3.7557021723348676,1.2463673649561091
61,61,11,F,0,1.2463673649561093,False,False,0.0,1.2463673649561093,5.002069537290977,0.4428513393332034
62,62,11,D,0,0.4428513393332033,False,False,0.0,0.4428513393332033,5.44492087662418,0.07989774872700117
63,63,11,B,0,0.0798977487270009,False,False,0.0,0.0798977487270009,5.524818625351181,0.5121930606314979
64,64,11,E,0,0.5121930606314977,False,False,0.0,0.5121930606314977,6.037011685982679,1.2143587448308573
65,65,11,C,0,1.2143587448308573,False,False,0.0,1.2143587448308573,7.2513704308135365,2.1446779019554425
66,66,11,A,0,2.1446779019554425,False,False,0.0,2.1446779019554425,9.396048332768979,1.091922891144323
67,67,11,F,0,1.0919228911443228,False,True,0.0,1.0919228911443228,10.487971223913302,0.29474026207823556
99,99,18,F,0,0.14474026207823637,True,False,0.15,0.29474026207823634,10.782711485991538,1.1853605335693977
100,100,18,D,0,1.1853605335693984,False,False,0.0,1.1853605335693984,11.968072019560935,3.245140523435321
101,101,18,A,0,3.245140523435321,False,False,0.0,3.245140523435321,15.213212542996256,1.9613595053232515
102,102,18,F,0,1.9613595053232526,False,False,0.0,1.9613595053232526,17.174572048319508,2.3356754099011248
103,103,18,D,0,2.3356754099011248,False,False,0.0,2.3356754099011248,19.510247458220633,3.659466080532866
104,104,18,B,0,3.6594660805328663,False,False,0.0,3.6594660805328663,23.1697135387535,2.2675107119819344
105,105,18,C,0,2.267510711981935,False,False,0.0,2.267510711981935,25.437224250735433,2.7943419289651708
106,106,18,E,0,2.794341928965171,False,False,0.0,2.794341928965171,28.231566179700604,0.8320150728714246
107,107,18,A,0,0.8320150728714252,False,False,0.0,0.8320150728714252,29.06358125257203,1.1846188583622315
108,108,18,F,0,1.1846188583622328,False,True,0.0,1.1846188583622328,30.24820011093426,1.6480520595015271
122,122,22,F,0,1.4980520595015279,True,False,0.15,1.6480520595015278,31.896252170435787,0.19286559738692688
123,123,22,A,0,0.1928655973869278,False,False,0.0,0.1928655973869278,32.089117767822714,0.7651856030764179
124,124,22,D,0,0.7651856030764203,False,False,0.0,0.7651856030764203,32.85430337089913,0.6378164063513054
125,125,22,F,0,0.6378164063513037,False,False,0.0,0.6378164063513037,33.49211977725044,1.1616142162378367
126,126,22,D,0,1.1616142162378367,False,False,0.0,1.1616142162378367,34.653733993488274,0.6814642149533725
127,127,22,E,0,0.6814642149533755,False,False,0.0,0.6814642149533755,35.335198208441646,1.5928408534765737
128,128,22,A,0,1.5928408534765737,False,False,0.0,1.5928408534765737,36.92803906191822,2.4613545561882404
129,129,22,B,0,2.4613545561882404,False,False,0.0,2.4613545561882404,39.38939361810646,1.10789410719363
130,130,22,C,0,1.1078941071936328,False,False,0.0,1.1078941071936328,40.49728772530009,0.1512517138810665
131,131,22,F,0,0.15125171388106992,False,True,0.0,0.15125171388106992,40.64853943918116,0.32602836396020507
138,138,25,D,0,0.17602836396020788,True,False,0.15,0.32602836396020785,40.97456780314136,1.3169371326223995
139,139,25,E,0,1.3169371326224026,False,False,0.0,1.3169371326224026,42.29150493576376,0.5901245377120432
140,140,25,A,0,0.5901245377120422,False,False,0.0,0.5901245377120422,42.881629473475805,0.22885900531024816
141,141,25,D,0,0.228859005310248,False,False,0.0,0.228859005310248,43.11048847878605,3.304507949495388
142,142,25,B,0,3.3045079494953864,False,True,0.0,3.3045079494953864,46.41499642828144,2.0578606968598905
216,216,42,B,0,1.907860696859888,True,False,0.15,2.057860696859888,48.47285712514133,2.335773810020889
217,217,42,D,0,2.335773810020886,False,False,0.0,2.335773810020886,50.80863093516222,0.30465327421047306
218,218,42,B,0,0.3046532742104706,False,True,0.0,0.3046532742104706,51.113284209372694,0.2617750671326462
301,301,55,A,0,0.11177506713264501,True,False,0.15,0.261775067132645,51.37505927650534,1.9078684952741227
302,302,55,F,0,1.9078684952741236,False,False,0.0,1.9078684952741236,53.28292777177946,0.7946989960658399
303,303,55,F,0,0.7946989960658389,False,False,0.0,0.7946989960658389,54.0776267678453,0.4519496941447514
304,304,55,D,0,0.45194969414474984,False,False,0.0,0.45194969414474984,54.529576461990054,0.10639454226443945
305,305,55,D,0,0.10639454226443802,False,False,0.0,0.10639454226443802,54.63597100425449,0.5226319928755316
306,306,55,E,0,0.5226319928755346,False,False,0.0,0.5226319928755346,55.158602997130025,1.03630578462419
307,307,55,A,0,1.0363057846241872,False,False,0.0,1.0363057846241872,56.194908781754215,2.71866835809157
308,308,55,B,0,2.718668358091572,False,False,0.0,2.718668358091572,58.913577139845785,0.7433682934787669
309,309,55,C,0,0.7433682934787696,False,False,0.0,0.7433682934787696,59.65694543332455,0.01103992655128394
310,310,55,F,0,0.011039926551286059,False,True,0.0,0.011039926551286059,59.667985359875836,0.5818910721009942
319,319,58,D,0,0.43189107210099464,True,False,0.15,0.5818910721009947,60.24987643197683,0.2930020260572803
320,320,58,E,0,0.2930020260572769,False,False,0.0,0.2930020260572769,60.54287845803411,0.679503413179745
321,321,58,A,0,0.6795034131797428,False,False,0.0,0.6795034131797428,61.222381871213855,2.0570335265878725
322,322,58,D,0,2.057033526587874,False,False,0.0,2.057033526587874,63.27941539780173,1.020452553771861
323,323,58,B,0,1.0204525537718674,False,True,0.0,1.0204525537718674,64.29986795157359,1.364186875079497
341,341,63,B,0,1.2141868750795028,True,False,0.15,1.3641868750795028,65.66405482665309,0.49923892323461416
342,342,63,D,0,0.4992389232346141,False,False,0.0,0.4992389232346141,66.1632937498877,0.19787304772647474
343,343,63,B,0,0.197873047726479,False,True,0.0,0.197873047726479,66.36116679761417,1.0647560062502066
396,396,72,A,0,0.9147560062501998,True,False,0.15,1.0647560062501997,67.42592280386438,0.1535191554329316
397,397,72,F,0,0.15351915543292716,False,False,0.0,0.15351915543292716,67.57944195929731,0.1156722588854393
398,398,72,F,0,0.11567225888544551,False,False,0.0,0.11567225888544551,67.69511421818275,1.3066409513866262
399,399,72,D,0,1.306640951386627,False,False,0.0,1.306640951386627,69.00175516956938,0.13042174818384922
400,400,72,D,0,0.13042174818384467,False,False,0.0,0.13042174818384467,69.13217691775323,2.9832700753509585
401,401,72,B,0,2.9832700753509536,False,False,0.0,2.9832700753509536,72.11544699310419,1.5694661182645433
402,402,72,E,0,1.5694661182645455,False,False,0.0,1.5694661182645455,73.68491311136873,0.4643121066135478
403,403,72,C,0,0.46431210661355277,False,False,0.0,0.46431210661355277,74.14922521798228,2.026202149907931
404,404,72,A,0,2.026202149907937,False,False,0.0,2.026202149907937,76.17542736789021,0.19598285373481872
405,405,72,F,0,0.1959828537348161,False,True,0.0,0.1959828537348161,76.37141022162503,1.4735152368486268
466,466,82,B,0,1.3235152368486258,True,False,0.15,1.4735152368486257,77.84492545847365,0.543992318486076
467,467,82,D,0,0.5439923184860818,False,False,0.0,0.5439923184860818,78.38891777695973,1.5217180211591312
468,468,82,B,0,1.5217180211591286,False,True,0.0,1.5217180211591286,79.91063579811886,1.4263051708195746
474,474,84,D,0,1.2763051708195758,True,False,0.15,1.4263051708195758,81.33694096893844,2.3709278121187083
475,475,84,C,0,2.370927812118714,False,False,0.0,2.370927812118714,83.70786878105714,0.2948020815294967
476,476,84,A,0,0.294802081529491,False,False,0.0,0.294802081529491,84.00267086258664,0.17701288270266957
477,477,84,F,0,0.17701288270266752,False,True,0.0,0.17701288270266752,84.17968374528931,2.7955261022755167
547,547,95,B,0,2.6455261022755168,True,False,0.15,2.7955261022755167,86.97520984756483,1.111703019982329
548,548,95,D,0,1.1117030199823326,False,False,0.0,1.1117030199823326,88.08691286754716,0.3897769294772644
549,549,95,B,0,0.38977692947726317,False,True,0.0,0.38977692947726317,88.47668979702442,2.6455263343016213
