level_0,Unnamed: 0,index,case,event,journey_id,random_distributed_time,new_trace,delay,random_distributed_time_delay,timestamp,time_diff,new_guess_col,TAP,TOK_TAP,TOK_TAP_is_cut,TOK_MPTAP_is_cut,TOK_MPTAP,TAP_is_cut,TAP_discovered_case,next_activity,pair,MPTAP,MPTAP_is_cut,MPTAP_discovered_case
0,58,58,11,A,0,1.936368465293448,True,0.5,2.436368465293448,2.436368465293448,0.368477677654643,False,0.368477677654643,0.0,False,False,-1.0,False,0.0,F,A_F,1.0032131908688766,False,0.0
1,59,59,11,F,0,0.3684776776546432,False,0.0,0.3684776776546432,2.804846142948091,1.300856029386776,False,1.300856029386776,0.9323783517321329,True,False,-0.0676216482678671,False,0.0,D,F_D,1.2815808011377554,True,0.0
2,60,60,11,D,0,1.3008560293867764,False,0.0,1.3008560293867764,4.105702172334867,1.2463673649561091,False,1.2463673649561091,-0.2253840343473783,False,False,-0.1221103126985339,False,0.0,F,D_F,0.9937878651379018,False,1.0
3,61,61,11,F,0,1.2463673649561091,False,0.0,1.2463673649561091,5.352069537290976,0.4428513393332034,False,0.4428513393332034,-1.0152507685601693,False,False,-0.7043878067469799,False,0.0,D,F_D,1.2815808011377554,True,1.0
4,62,62,11,D,0,0.4428513393332033,False,0.0,0.4428513393332033,5.79492087662418,0.0798977487270011,False,0.0798977487270011,-1.314178321768133,False,False,-1.2804513618895044,False,0.0,B,D_B,1.0289531194552297,False,2.0
5,63,63,11,B,0,0.0798977487270009,False,0.0,0.0798977487270009,5.874818625351181,0.5121930606314979,False,0.5121930606314979,-0.9272539837998544,False,False,-0.9387008937778514,False,0.0,E,B_E,0.9242013858963258,False,2.0
6,64,64,11,E,0,0.5121930606314977,False,0.0,0.5121930606314977,6.387011685982679,1.2143587448308573,False,1.2143587448308573,-0.16199305833124056,False,False,-0.13772141434397134,False,0.0,C,E_C,0.9542016898890628,False,2.0
7,65,65,11,C,0,1.2143587448308573,False,0.0,1.2143587448308573,7.601370430813536,2.1446779019554425,False,2.1446779019554425,0.7554957083014253,True,True,0.7674412491220066,True,0.0,A,C_A,1.0680429040823818,False,2.0
8,66,66,11,A,0,2.1446779019554425,False,0.0,2.1446779019554425,9.74604833276898,1.091922891144323,False,1.091922891144323,-0.5371681352810314,False,False,-0.6470363684339528,False,1.0,F,A_F,1.0032131908688766,False,2.0
9,67,67,11,F,0,1.0919228911443228,False,0.0,1.0919228911443228,10.837971223913302,0.644740262078237,True,0.644740262078237,-0.9491222159112618,False,False,-0.6752234131740695,False,1.0,F,F_F,1.0606949447413418,False,2.0
10,99,99,18,F,0,0.1447402620782363,True,0.5,0.6447402620782363,11.48271148599154,1.1853605335693975,False,1.1853605335693975,-0.3721649619436891,False,False,-0.2981559783579305,False,1.0,D,F_D,1.2815808011377554,True,2.0
11,100,100,18,D,0,1.1853605335693984,False,0.0,1.1853605335693984,12.668072019560936,3.245140523435321,False,3.245140523435321,1.7047228956158964,True,True,1.9845726961668961,True,1.0,A,D_A,1.1202135152728947,False,3.0
12,101,101,18,A,0,3.245140523435321,False,0.0,3.245140523435321,15.913212542996256,1.961359505323253,False,1.961359505323253,0.08977241091018784,True,False,-0.11998113589435166,True,2.0,F,A_F,1.0032131908688766,False,3.0
13,102,102,18,F,0,1.9613595053232529,False,0.0,1.9613595053232529,17.87457204831951,2.3356754099011248,False,2.3356754099011248,0.4454789280655316,True,True,0.04293565374803965,True,3.0,D,F_D,1.2815808011377554,True,3.0
14,103,103,18,D,0,2.3356754099011248,False,0.0,2.3356754099011248,20.21024745822064,3.659466080532866,False,3.659466080532866,1.718445447358687,True,True,0.559153601648388,True,4.0,B,D_B,1.0289531194552297,False,4.0
15,104,104,18,B,0,3.659466080532866,False,0.0,3.659466080532866,23.8697135387535,2.2675107119819344,False,2.2675107119819344,0.13316894864709594,True,True,0.8221243826100446,True,5.0,C,B_C,1.0851677445719075,False,4.0
16,105,105,18,C,0,2.267510711981935,False,0.0,2.267510711981935,26.13722425073544,2.7943419289651708,False,2.7943419289651708,0.6428519828627426,True,True,1.189248432242061,True,6.0,E,C_E,0.8570236659249986,False,4.0
17,106,106,18,E,0,2.794341928965171,False,0.0,2.794341928965171,28.931566179700607,0.8320150728714246,False,0.8320150728714246,-1.3716127918918715,False,False,-0.9636279084869332,False,7.0,A,E_A,1.051587755311405,False,4.0
18,107,107,18,A,0,0.8320150728714252,False,0.0,0.8320150728714252,29.76358125257203,1.1846188583622317,False,1.1846188583622317,-0.9882862050387498,False,False,-0.6151868493868,False,7.0,F,A_F,1.0032131908688766,False,4.0
19,108,108,18,F,0,1.1846188583622328,False,0.0,1.1846188583622328,30.948200110934263,1.9980520595015283,True,1.9980520595015283,-0.14997681253819217,False,False,-0.4243953039845212,True,7.0,F,F_F,1.0606949447413418,False,4.0
20,122,122,22,F,0,1.498052059501528,True,0.5,1.998052059501528,32.94625217043579,0.1928655973869268,False,0.1928655973869268,-1.9564057043726208,False,False,-1.5401341768133312,False,8.0,A,F_A,1.0740271317081418,False,4.0
21,123,123,22,A,0,0.1928655973869278,False,0.0,0.1928655973869278,33.13911776782272,0.7651856030764179,False,0.7651856030764179,-1.3633484288699393,False,False,-0.9593160840264852,False,8.0,D,A_D,0.902478125896437,False,4.0
22,124,124,22,D,0,0.7651856030764203,False,0.0,0.7651856030764203,33.904303370899136,0.6378164063513054,False,0.6378164063513054,-1.4669626357807566,False,False,-0.7610792135627531,False,8.0,F,D_F,0.9937878651379018,False,4.0
23,125,125,22,F,0,0.6378164063513037,False,0.0,0.6378164063513037,34.54211977725044,1.161614216237837,False,1.161614216237837,-0.9211640929885594,False,False,-0.3988952645209647,False,8.0,D,F_D,1.2815808011377554,True,4.0
