,Unnamed: 0,index,case,event,journey_id,random_distributed_time,new_trace,last_trace,delay,random_distributed_time_delay,timestamp,time_diff,new_guess_col,TAP,MPTAP
0,58,58,11,A,0,1.936368465293448,True,False,0.3,2.236368465293448,2.236368465293448,0.368477677654643,False,0.368477677654643,1.0032131908688753
1,59,59,11,F,0,0.3684776776546432,False,False,0.0,0.3684776776546432,2.604846142948091,1.300856029386776,False,1.300856029386776,1.200786099150998
2,60,60,11,D,0,1.3008560293867764,False,False,0.0,1.3008560293867764,3.905702172334867,1.2463673649561091,False,1.2463673649561091,0.9937878651379018
3,61,61,11,F,0,1.2463673649561091,False,False,0.0,1.2463673649561091,5.152069537290976,0.4428513393332034,False,0.4428513393332034,1.200786099150998
4,62,62,11,D,0,0.4428513393332033,False,False,0.0,0.4428513393332033,5.59492087662418,0.0798977487270011,False,0.0798977487270011,1.0289531194552286
5,63,63,11,B,0,0.0798977487270009,False,False,0.0,0.0798977487270009,5.674818625351181,0.5121930606314979,False,0.5121930606314979,0.9242013858963258
6,64,64,11,E,0,0.5121930606314977,False,False,0.0,0.5121930606314977,6.187011685982679,1.2143587448308573,False,1.2143587448308573,0.9542016898890654
7,65,65,11,C,0,1.2143587448308573,False,False,0.0,1.2143587448308573,7.401370430813536,2.1446779019554434,False,2.1446779019554434,1.0680429040823827
8,66,66,11,A,0,2.1446779019554425,False,False,0.0,2.1446779019554425,9.54604833276898,1.091922891144323,False,1.091922891144323,1.0032131908688753
9,67,67,11,F,0,1.0919228911443228,False,True,0.0,1.0919228911443228,10.637971223913302,0.4447402620782359,True,0.4447402620782359,0.9850539191003012
10,99,99,18,F,0,0.1447402620782363,True,False,0.3,0.4447402620782363,11.082711485991538,1.1853605335693975,False,1.1853605335693975,1.200786099150998
11,100,100,18,D,0,1.1853605335693984,False,False,0.0,1.1853605335693984,12.268072019560936,3.245140523435321,False,3.245140523435321,1.1202135152728934
12,101,101,18,A,0,3.245140523435321,False,False,0.0,3.245140523435321,15.513212542996255,1.9613595053232515,False,1.9613595053232515,1.0032131908688753
13,102,102,18,F,0,1.9613595053232529,False,False,0.0,1.9613595053232529,17.47457204831951,2.3356754099011248,False,2.3356754099011248,1.200786099150998
14,103,103,18,D,0,2.3356754099011248,False,False,0.0,2.3356754099011248,19.810247458220637,3.659466080532866,False,3.659466080532866,1.0289531194552286
15,104,104,18,B,0,3.659466080532866,False,False,0.0,3.659466080532866,23.4697135387535,2.2675107119819344,False,2.2675107119819344,1.0851677445719057
16,105,105,18,C,0,2.267510711981935,False,False,0.0,2.267510711981935,25.737224250735437,2.7943419289651708,False,2.7943419289651708,0.8570236659250017
17,106,106,18,E,0,2.794341928965171,False,False,0.0,2.794341928965171,28.531566179700604,0.8320150728714246,False,0.8320150728714246,1.0515877553114032
18,107,107,18,A,0,0.8320150728714252,False,False,0.0,0.8320150728714252,29.36358125257203,1.1846188583622317,False,1.1846188583622317,1.0032131908688753
19,108,108,18,F,0,1.1846188583622328,False,True,0.0,1.1846188583622328,30.54820011093426,1.7980520595015292,True,1.7980520595015292,0.9850539191003012
20,122,122,22,F,0,1.498052059501528,True,False,0.3,1.798052059501528,32.34625217043579,0.1928655973869268,False,0.1928655973869268,1.0372112113101224
21,123,123,22,A,0,0.1928655973869278,False,False,0.0,0.1928655973869278,32.53911776782272,0.7651856030764179,False,0.7651856030764179,0.9024781258964398
22,124,124,22,D,0,0.7651856030764203,False,False,0.0,0.7651856030764203,33.304303370899135,0.6378164063513054,False,0.6378164063513054,0.9937878651379018
23,125,125,22,F,0,0.6378164063513037,False,False,0.0,0.6378164063513037,33.94211977725044,1.161614216237837,False,1.161614216237837,1.200786099150998
24,126,126,22,D,0,1.161614216237837,False,False,0.0,1.161614216237837,35.10373399348828,0.6814642149533725,False,0.6814642149533725,0.8471246835915186
25,127,127,22,E,0,0.6814642149533755,False,False,0.0,0.6814642149533755,35.78519820844165,1.5928408534765737,False,1.5928408534765737,1.0515877553114032
26,128,128,22,A,0,1.5928408534765737,False,False,0.0,1.5928408534765737,37.37803906191822,2.4613545561882404,False,2.4613545561882404,0.9282020743125227
27,129,129,22,B,0,2.4613545561882404,False,False,0.0,2.4613545561882404,39.83939361810646,1.10789410719363,False,1.10789410719363,1.0851677445719057
28,130,130,22,C,0,1.1078941071936328,False,False,0.0,1.1078941071936328,40.94728772530009,0.1512517138810665,False,0.1512517138810665,1.0253450698885656
29,131,131,22,F,0,0.1512517138810699,False,True,0.0,0.1512517138810699,41.09853943918116,0.4760283639602107,True,0.4760283639602107,1.200786099150998
30,138,138,25,D,0,0.1760283639602078,True,False,0.3,0.4760283639602078,41.57456780314137,1.3169371326223995,False,1.3169371326223995,0.8471246835915186
31,139,139,25,E,0,1.3169371326224026,False,False,0.0,1.3169371326224026,42.89150493576377,0.5901245377120432,False,0.5901245377120432,1.0515877553114032
32,140,140,25,A,0,0.5901245377120422,False,False,0.0,0.5901245377120422,43.48162947347581,0.2288590053102481,False,0.2288590053102481,0.9024781258964398
33,141,141,25,D,0,0.228859005310248,False,False,0.0,0.228859005310248,43.71048847878606,3.304507949495388,False,3.304507949495388,1.0289531194552286
